"Data";"Saldo (em R$ milhões) - Pessoas jurídicas - Crédito rural com taxas de mercado - 20595";"20595 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Crédito rural com taxas reguladas - 20596";"20596 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Financiamento imobiliário com taxas de mercado - 20598";"20598 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Financiamento imobiliário com taxas reguladas - 20599";"20599 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Capital de giro com recursos do BNDES - 20601";"20601 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Financiamento de investimentos com recursos do BNDES - 20602";"20602 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Financiamento agroindustrial com recursos do BNDES - 20603";"20603 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Outros créditos direcionados - 20605";"20605 - Contribuição para a variação total";"Saldo (em R$ milhões) - Pessoas jurídicas - Total - 20594";"20594 - Contribuição para a variação total"
2019-11-01;39494,8332243296;-0,00706149756137363;17044,2429407425;-0,019527230451118;22379,8587768263;-0,0116352450184636;14078,6451282948;-0,00851126879310013;3960,96437860283;-0,00527958244247911;388130,430048139;-0,0871204807004293;12123,7902965154;-0,000724359126870475;91159,5859887143;-0,00729967572017791;588373,375876466;-0,147157853948643
2019-12-01;37940,1240073305;-0,00862633751700232;16982,2009773977;-0,0189426340887999;20850,4984728161;-0,0125135452886721;13427,0562003665;-0,00892792024423159;3703,10690287111;-0,00542564209386019;371550,126450825;-0,113096678719129;12278,8295662798;-0,000705016564595739;90710,9175320709;-0,00759257768230602;567442,860109957;-0,175828816864416
2020-01-01;37925,3588631171;-0,00850625808304816;16716,0410828635;-0,0170634324134239;20266,7713292144;-0,0123076418205726;13014,6247622585;-0,00879094479700114;3591,18288373454;-0,00500933934956028;369090,874804461;-0,103401834896295;12121,6327920141;-0,000701013262059559;89495,3923157433;-0,00971292313550976;562221,878833406;-0,16549338775747
2020-02-01;38372,4938491043;-0,00772670041326162;16181,0505636372;-0,0153245668603241;19565,5533467421;-0,0134375531901999;12603,8681884092;-0,00872121109619066;3429,89849852659;-0,00478582805225969;365694,769119229;-0,10451953576121;12073,2427148136;-0,000971772751475105;89202,5808035923;-0,009370785407902;557123,457084054;-0,164859526302518
2020-03-01;38986,8055282893;-0,0065290628804691;16045,7409007028;-0,013018128851328;19370,4159959166;-0,0130932110507074;13218,053319722;-0,00731010031379132;3335,7640661196;-0,00497407835021152;367089,292865837;-0,0966107144866664;12077,9054929522;-0,000487465986831963;90889,2378970513;-0,00563083273130696;561013,216066591;-0,147650430284613
2020-04-01;40018,1388095448;-0,00429620879536733;16641,6968309668;-0,0104164727225189;19582,3333008247;-0,0116326098973306;13626,2298594687;-0,00608396850315031;3299,62063313147;-0,00470399142011179;371816,58308186;-0,080988852412324;12019,3965201963;-0,00047721828143022;91120,2928687844;-0,00129662231748753;568123,280681782;-0,119895906764317
2020-05-01;41755,3182626867;0,000458732359269748;15013,0340854537;-0,00932265560644572;19700,673801926;-0,0107844935244268;14102,5072717517;-0,00406277681550992;3835,98754624269;-0,0037609850765295;374425,476123239;-0,0707412454439847;12046,9701505182;-0,000370688367472909;93156,9423343029;0,00208425962807816;574036,90957612;-0,0965014805200677
2020-06-01;40687,2377691317;0,0032769399968072;14281,5879754988;-0,00945297916559191;19233,4699256027;-0,0109977834945928;13854,33502458;-0,00331009580948158;4288,72867320382;-0,00243924004401737;376308,604984358;-0,0499025255076307;12468,2940534714;0,000487826402122416;97903,6975209653;0,0114562483917013;579025,955926812;-0,0608832863260884
2020-07-01;40813,6820977317;0,00324738551739085;13609,9410529822;-0,00753212406032735;19035,3552537781;-0,010362518510608;13477,7861142867;-0,00358238715499532;4376,24522183949;-0,000496516370216387;375227,214793166;-0,0434232517138728;11951,4470131702;0,000212736131207332;113757,155359679;0,0384868179050612;592249,835722959;-0,0234481948343641
2020-08-01;40934,3307276209;0,00256955659379014;11712,4881007044;-0,00885878916901992;19349,0544959738;-0,0093153677804645;12232,7971184106;-0,00453872370862657;4608,30752819433;0,00024475497473233;378547,4543907;-0,0395017699184955;11875,5249689218;-0,000157882353826626;127072,142769148;0,0592022171542781;606331,093699253;-0,000361062788483246
2020-09-01;41418;0,00182962708103384;11677;-0,00835163874929544;18714;-0,00905291455520351;11542;-0,00555613798353042;4588;0,000342168242833381;377005;-0,0357406968722459;11660;-0,00073821502382976;144631;0,0902498060258914;621235;0,0329819981656534
